1.769999, -1.990116
1.779999, -1.990408
1.789999, -1.990692
1.799999, -1.990967
1.809999, -1.991234
1.819999, -1.991493
1.829999, -1.991744
1.839999, -1.991988
1.849999, -1.992225
1.859999, -1.992455
1.869999, -1.992678
1.879999, -1.992894
1.889999, -1.993104
1.899999, -1.993308
1.909999, -1.993506
1.919999, -1.993698
1.929999, -1.993884
1.939999, -1.994065
1.949998, -1.994240
1.959998, -1.994410
1.969998, -1.994576
1.979998, -1.994736
1.989998, -1.994891
1.999998, -1.995042
2.009999, -1.995189
2.019999, -1.995331
2.029999, -1.995469
2.039999, -1.995603
2.049999, -1.995733
2.059999, -1.995859
2.069999, -1.995982
2.079998, -1.996100
2.089998, -1.996216
2.099998, -1.996327
2.109998, -1.996436
2.119998, -1.996541
2.129998, -1.996644
2.139998, -1.996743
2.149998, -1.996839
2.159998, -1.996933
2.169998, -1.997023
2.179998, -1.997111
2.189998, -1.997196
2.199998, -1.997279
2.209998, -1.997360
2.219998, -1.997438
2.229998, -1.997514
2.239998, -1.997587
2.249998, -1.997658
2.259998, -1.997728
2.269998, -1.997795
2.279998, -1.997860
2.289998, -1.997923
2.299998, -1.997985
2.309998, -1.998044
2.319998, -1.998102
2.329998, -1.998158
2.339998, -1.998213
2.349998, -1.998265
2.359998, -1.998317
2.369998, -1.998366
2.379998, -1.998415
2.389998, -1.998461
2.399998, -1.998507
2.409998, -1.998551
2.419998, -1.998594
2.429998, -1.998635
2.439998, -1.998676
2.449998, -1.998715
2.459998, -1.998753
2.469998, -1.998790
2.479998, -1.998825
2.489998, -1.998860
2.499998, -1.998894
2.509998, -1.998927
2.519998, -1.998958
2.529998, -1.998989
2.539998, -1.999019
2.549998, -1.999048
2.559998, -1.999076
2.569998, -1.999103
2.579998, -1.999130
2.589998, -1.999156
2.599998, -1.999180
2.609998, -1.999205
2.619998, -1.999228
2.629998, -1.999251
2.639998, -1.999273
2.649998, -1.999295
2.659998, -1.999315
2.669998, -1.999336
2.679998, -1.999355
2.689998, -1.999374
2.699998, -1.999393
2.709998, -1.999411
2.719998, -1.999428
2.729998, -1.999445
2.739998, -1.999462
2.749998, -1.999478
2.759998, -1.999493
2.769998, -1.999508
2.779998, -1.999523
2.789998, -1.999537
2.799998, -1.999550
2.809998, -1.999564
2.819998, -1.999576
2.829998, -1.999589
2.839998, -1.999601
2.849998, -1.999613
2.859998, -1.999624
2.869998, -1.999635
2.879998, -1.999646
2.889998, -1.999657
2.899998, -1.999667
2.909998, -1.999677
2.919998, -1.999686
2.929998, -1.999696
2.939998, -1.999704
2.949998, -1.999713
2.959998, -1.999722
2.969998, -1.999730
2.979998, -1.999738
2.989998, -1.999746
2.999998, -1.999753
3.009998, -1.999760
